Data_Lancamento;Data_Competencia;Data_Vencimento;Data_Pagamento;Filial;Tipo_Lancamento;Sintetica;Analitica;Detalhada;Observacao;Fornecedor/Cliente;Centro_Custo;Conta;Forma_Pag/Rec;Valor_Original;Valor_Multa;Valor_Juros;Valor_Acrescimo;Valor_Desconto;Valor_Pago/Recebido;Status;Conciliado;Cod;
14/04/2025;12/04/2025;12/04/2025;12/04/2025;FUJI CAMBEBA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.3 - SERVICOS DE TERCEIROS;6.3.4 - ENTREGA TERCEIRIZADA;REFERENTE A 7 SERVIÇOS DE ENTREGAS ;ERIKA PEIXOTO RAPBOY;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;PIX;R$75,00;;;;;-R$75,00;Liquidado;Não;ES6L7;
14/04/2025;09/04/2025;11/04/2025;11/04/2025;FUJI ALDEOTA;Despesa;05 - DESPESAS COM PESSOAL;5.8 - VALE TRANSPORTE;;V.T: UNIT/DIA: R$ 9,00 TOTAL DE R$ 135,00 (REF. AOS DIAS TRABALHADOS DE 09 A 30/04/2025);FRANCISCA GOMES DE LIMA ( LIGIA ) ;DESPESA COM PESSOAL;SANTANDER - FUJI ALDEOTA;PIX;R$135,00;;;;;-R$135,00;Liquidado;Não;6R91N;
14/04/2025;09/04/2025;11/04/2025;11/04/2025;FUJI ALDEOTA;Despesa;05 - DESPESAS COM PESSOAL;5. 17 - VALE REFEIÇÃO;;VALE ALIMENTAÇÃO UNIT.: R$ 18,90 REFERENTE A 15 DIAS UTEIS - DE 09 A 30/04/2025;FRANCISCA GOMES DE LIMA ( LIGIA ) ;DESPESA COM PESSOAL;SANTANDER - FUJI ALDEOTA;PIX;R$283,50;;;;;-R$283,50;Liquidado;Não;IYEUT;
14/04/2025;11/04/2025;11/04/2025;11/04/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.3 - SERVICOS DE TERCEIROS;6.3.4 - ENTREGA TERCEIRIZADA;REFERENTE A 12 SERVIÇOS DE ENTREGAS ;LEONARDO DE ALMEIDA QUEIROZ - RAPIBOY;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;PIX;R$100,70;;;;;-R$100,70;Liquidado;Sim;3G02F;
14/04/2025;11/03/2025;11/04/2025;11/04/2025;LEONARDO;Despesa;05 - DESPESAS COM PESSOAL;5.10 - PRO LABORE;;REFERENTE REFINANCIAMENTO  COMPASS 01/48;ITAU;DESPESA COM PESSOAL;LEONARDO PERESTRELO;BOLETO;R$3.793,25;;R$86,68;;;-R$3.879,93;Liquidado;Não;4SH1T;
14/04/2025;07/03/2025;14/04/2025;14/04/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.11 - DESPESAS DIVERSAS;;TAXA DA ASSOCIAÇÃO - ABRASEL;ASSOCIACAO BRASILEIRA DE BARES E RESTAURANTES - ABRASEL-CE;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$155,00;;;;;-R$155,00;Liquidado;Sim;TTYYL;
11/04/2025;04/04/2025;19/04/2025;22/04/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.3 - HORTIFRUTI;;CAMPACHI DISTRIBUIDORA;DESPESAS VARIÁVEIS;SANTANDER - FUJI CAMBEBA;BOLETO;R$964,87;;;;;-R$964,87;Liquidado;Não;EQSA0;
11/04/2025;04/04/2025;14/04/2025;14/04/2025;LEONARDO;Despesa;05 - DESPESAS COM PESSOAL;5.10 - PRO LABORE;;REFERENTE A RESIDENCIA DA RUA BARBOSA DE FREITAS  INSTALACAO 1100723 CLIENTE 5276376;LEONARDO VASCONCELOS PERESTRELO;DESPESAS FIXAS;LEONARDO PERESTRELO;BOLETO;R$347,77;;;;;-R$347,77;Liquidado;Não;ZCOQ5;
11/04/2025;11/04/2025;11/04/2025;24/04/2025;FUJI CAMBEBA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.3 - SERVICOS DE TERCEIROS;6.3.4 - ENTREGA TERCEIRIZADA;RAPIBOY CAMBEBA 2 ENTREGAS ;RAPIBOY;DESPESAS VARIÁVEIS;SANTANDER - FUJI CAMBEBA;PIX;R$55,00;;;;;-R$55,00;Liquidado;Sim;LYARK;
11/04/2025;25/03/2025;14/04/2025;14/04/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.11 - DESPESAS DIVERSAS;;REFERENTE A SERVICOS DE LIMPEZA DE VITRINE  NF Nº 3560;OFICIO SERVICOS ;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;PIX;R$120,00;;;;;-R$120,00;Liquidado;Não;7QRYL;
11/04/2025;25/03/2025;14/04/2025;14/04/2025;FUJI CAMBEBA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.11 - DESPESAS DIVERSAS;;REFERENTE A SERVICOS DE LIMPEZA DE VITRINE  NF Nº 3559;OFICIO SERVICOS ;DESPESAS VARIÁVEIS;SANTANDER - FUJI CAMBEBA;PIX;R$120,00;;;;;-R$120,00;Liquidado;Não;AO0BB;
11/04/2025;26/02/2025;11/04/2025;11/04/2025;FUJI CAMBEBA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.4 - MATERIAL DE LIMPEZA;;NF 487676;TA LIMPO MATERIAL DE LIMPEZA;DESPESAS VARIÁVEIS;SANTANDER - FUJI CAMBEBA;BOLETO;R$756,87;;;;;-R$756,87;Liquidado;Não;74B1B;
11/04/2025;11/04/2025;10/04/2025;10/04/2025;FUJI CAMBEBA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.3 - SERVICOS DE TERCEIROS;6.3.4 - ENTREGA TERCEIRIZADA;REF. A ENTREGAS TERCEIRIZADAS DO FUJI CAMBEBA E ITA;RAPIBOY;DESPESAS VARIÁVEIS;SANTANDER - FUJI CAMBEBA;PIX;R$80,65;;;;;-R$80,65;Liquidado;Não;BKEIJ;
11/04/2025;11/04/2025;10/04/2025;10/04/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.3 - SERVICOS DE TERCEIROS;6.3.4 - ENTREGA TERCEIRIZADA;REF. AS ENTREGAS TERCEIRIZADAS DO FUJI ALDEOTA;RAPIBOY;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;PIX;R$288,41;;;;;-R$288,41;Liquidado;Sim;OZ0KD;
10/04/2025;28/03/2025;18/04/2025;22/04/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;;MIRAY COMERCIO DE PEIXEIS E PRODUTOS ORIENTAIS LTDA;DESPESAS VARIÁVEIS;SANTANDER - FUJI CAMBEBA;BOLETO;R$7.671,43;;;;;-R$7.671,43;Liquidado;Não;9O9J8;
10/04/2025;03/04/2025;18/04/2025;22/04/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;; VIA LACTEA COMERCIO E REPRESENTACOES LTDA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$640,63;;;;;-R$640,63;Liquidado;Sim;DRWRK;
10/04/2025;07/04/2025;18/04/2025;22/04/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.3 - HORTIFRUTI;NF 229113 / 228942 / 228638;CAMPO VERDE DISTRIBUIDORA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.946,49;;;;;-R$1.946,49;Liquidado;Sim;GE2YN;
10/04/2025;04/04/2025;17/04/2025;17/04/2025;LEONARDO;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.19 - INTERNET BANDA LARGA;;INTERNETE BANDA LARGA ( ARVOREDO );TELEFONICA BRASIL S.A -VIVO ;DESPESA COM PESSOAL;LEONARDO PERESTRELO;BOLETO;R$295,86;;;;;-R$295,86;Liquidado;Não;X6LNR;
10/04/2025;04/04/2025;17/04/2025;17/04/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.15 - ÁGUA E ESGOTO;6.15.1 - ÁNALISE DA ÁGUA;;COMPANHIA DE AGUA E ESGOTO -CAGECE ;DESPESAS FIXAS;SANTANDER - FUJI ALDEOTA;BOLETO;R$2.178,68;;;;;-R$2.178,68;Liquidado;Sim;UPM1A;
10/04/2025;17/04/2025;17/04/2025;17/04/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.2 - DESCARTAVEIS;3.2.2 - EMBALAGENS PLÁSTICAS;;COMERICAL MAB LTDA;DESPESAS VARIÁVEIS;SANTANDER - FUJI CAMBEBA;BOLETO;R$328,28;;;;;-R$328,28;Liquidado;Não;OM9DP;
10/04/2025;27/03/2025;17/04/2025;17/04/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.2 - DEMAIS INSUMOS;;OPÇÃO DISTRIBUIDORA DE ALIMENTOS E BEBIDAS;DESPESAS VARIÁVEIS;SANTANDER - FUJI CAMBEBA;BOLETO;R$1.192,02;;;;;-R$1.192,02;Liquidado;Não;YJVWI;
10/04/2025;08/04/2025;10/04/2025;10/04/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.11 - DESPESAS DIVERSAS;;CONTRIBUIÇÃO ASSISTENCIAL REFERENTE A MARÇO 2025 ( CONVENÇÃO COLETIVA 2023/2024);SINDGASTRO-CE;LVP SERVIÇOS  ADMINISTRATIVOS LTDA;SANTANDER - FUJI ALDEOTA;BOLETO;R$450,18;;;;;-R$450,18;Liquidado;Não;52LQS;
10/04/2025;01/04/2025;15/04/2025;15/04/2025;LEONARDO;Despesa;05 - DESPESAS COM PESSOAL;5.10 - PRO LABORE;;20 SESSOES DE FISIOTERAPIA RESPIRATORIA - FILHA LEONARDO REF. AO MES DE ABRIL/2025;NATALIA BORBOSA ;;LEONARDO PERESTRELO;PIX;R$4.000,00;;;;;-R$4.000,00;Liquidado;Não;AXRSA;
10/04/2025;10/04/2025;10/04/2025;10/04/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.11 - DESPESAS DIVERSAS;;CARTAO DE CREDITO PJ;BANCO SANTANDER (BRASIL) S.A.;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$904,23;;;;;-R$904,23;Liquidado;Sim;1FXFO;
10/04/2025;09/04/2025;09/04/2025;09/04/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.3 - SERVICOS DE TERCEIROS;6.3.4 - ENTREGA TERCEIRIZADA;REFERENTE A 5 ENTREGAS VALOR INDIVIDUAL: 11,02/ENTREGA;CICERO ALVES DE SOUSA JUNIOR - ENTREGADOR RAPYBOY;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;PIX;R$55,10;;;;;-R$55,10;Liquidado;Sim;X7MWD;
10/04/2025;09/04/2025;09/04/2025;09/04/2025;FUJI ALDEOTA;Despesa;07 - DESPESAS COM MANUTENCAO;7.2 - MANUTENCAO PREDIAL;;CONCLUSAO DO SERVIÇO DE ELETRICIDADADE DA FACHADA DO FUJI ALDEOTA (PIX TRANSFERIDO EM NOME DE IANA JULYA PACIFICO DE OLIVEIRA SOUZA);PACIFICO ELETRICISTA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;PIX;R$1.790,94;;;;;-R$1.790,94;Liquidado;Sim;7EE5Y;
09/04/2025;25/03/2025;11/04/2025;14/04/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.20 - TELEFONIA ;;REFERENTE AO CELULAR OI;CLIENT CO SERVICOS DE REDE NORDESTE S.A.;DESPESAS FIXAS;SANTANDER - FUJI ALDEOTA;BOLETO;R$151,26;;;;;-R$151,26;Liquidado;Sim;69H4H;
09/04/2025;17/03/2025;14/04/2025;14/04/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.4 - PRODUTOS;3.4.1 - BEBIDAS ALCOÓLICAS;;OPÇÃO DISTRIBUIDORA DE ALIMENTOS E BEBIDAS;DESPESAS VARIÁVEIS;SANTANDER - FUJI CAMBEBA;BOLETO;R$837,27;;;;;-R$837,27;Liquidado;Não;9O9D2;
09/04/2025;27/03/2025;16/04/2025;16/04/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.2 - DESCARTAVEIS;3.2.1 - EMBALAGENS PAPEL;NF 11562 VENC: 16/04 - 1500,00 VENC 06/05 - 1500,00;SILK MANIA  GRAFICA  E LIVRARIA ;PUBLICIDADE E PROPAGANDA;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.500,00;;;;;-R$1.500,00;Liquidado;Sim;TZV25;
09/04/2025;26/03/2025;16/04/2025;16/04/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.4 - PRODUTOS;3.4.1 - BEBIDAS ALCOÓLICAS;NF 463691 VENC: 16/04/2025 - 1046,70 VENC: 23/04/2025 1046,70;OPÇÃO DISTRIBUIDORA DE ALIMENTOS E BEBIDAS;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.046,70;;;;;-R$1.046,70;Liquidado;Não;J3QZB;
09/04/2025;24/03/2025;14/04/2025;14/04/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;NF Nº 000.277.245;MIRAY COMERCIO DE PEIXEIS E PRODUTOS ORIENTAIS LTDA;DESPESAS VARIÁVEIS;SANTANDER - FUJI CAMBEBA;BOLETO;R$1.313,30;;;;;-R$1.313,30;Liquidado;Não;HJUZ8;
09/04/2025;26/03/2025;16/04/2025;16/04/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.2 - DEMAIS INSUMOS;NF 1467783-2;SOLMAR DISTRIBUIDORA DE ALIMENTOS LTDA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.655,16;;;;;-R$1.655,16;Liquidado;Sim;HXI95;
09/04/2025;17/03/2025;16/04/2025;16/04/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.4 - MATERIAL DE LIMPEZA;;NF 21720;WT DISTRIBUIDORA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$572,26;;;;;-R$572,26;Liquidado;Sim;2NXUO;
09/04/2025;27/03/2025;14/04/2025;;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.3 - HORTIFRUTI;ALHO PORRO NF Nº 000.228..318;CAMPO VERDE DISTRIBUIDORA;PRODUÇÃO;SANTANDER - FUJI CAMBEBA;BOLETO;R$30,00;;;;;;Vencido;Não;0EYO2;
09/04/2025;17/03/2025;16/04/2025;16/04/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.4 - MATERIAL DE LIMPEZA;;NF 488611;TA LIMPO MATERIAL DE LIMPEZA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$898,20;;;;;-R$898,20;Liquidado;Sim;3KFFA;
09/04/2025;07/03/2025;14/04/2025;14/04/2025;FUJI CAMBEBA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.11 - DESPESAS DIVERSAS;;SINDICATO ABRASEL ;ASSOCIACAO BRASILEIRA DE BARES E RESTAURANTES - ABRASEL-CE;DESPESAS VARIÁVEIS;SANTANDER - FUJI CAMBEBA;BOLETO;R$155,00;;;;;-R$155,00;Liquidado;Não;Y6FST;
09/04/2025;02/04/2025;23/04/2025;23/04/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.2 - DEMAIS INSUMOS;NF 1470757 VENC: 16/04 - 1162,92 VENC: 23/04 - 1162,92;SOLMAR DISTRIBUIDORA DE ALIMENTOS LTDA;PRODUÇÃO;SANTANDER - FUJI CAMBEBA;BOLETO;R$1.162,92;;;;;-R$1.162,92;Liquidado;Não;BHYVW;
09/04/2025;02/04/2025;16/04/2025;16/04/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.2 - DEMAIS INSUMOS;NF 1470757 VENC: 16/04 - 1162,92 VENC: 23/04 - 1162,92;SOLMAR DISTRIBUIDORA DE ALIMENTOS LTDA;PRODUÇÃO;SANTANDER - FUJI CAMBEBA;BOLETO;R$1.162,92;;;;;-R$1.162,92;Liquidado;Não;2VVVJ;
09/04/2025;20/03/2025;15/04/2025;15/04/2025;FUJI CAMBEBA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.21 - ENERGIA ;;ENEL LOJA 4 / INSTALAÇÃO: 10437619 / N CLIENTE: 58493011;COMPANHIA ENERGETICA DO CEARA - ENEL;DESPESAS FIXAS;SANTANDER - FUJI CAMBEBA;BOLETO;R$32,21;;;;;-R$32,21;Liquidado;Não;BO3GQ;
09/04/2025;04/04/2025;14/04/2025;14/04/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.17 - COLETA DE LIXO;;COLETA REFERENTE A 30 DIAS NF Nº 246907;BRASLIMP TRANSPORTADORA ESPECIALIZADOS LTDA;DESPESAS FIXAS;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.501,50;;;;;-R$1.501,50;Liquidado;Sim;TUIYJ;
09/04/2025;20/03/2025;15/04/2025;15/04/2025;FUJI CAMBEBA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.21 - ENERGIA ;;ENEL CAMBEBA LOJA 3 - INSTALAÇÃO: 10437618 / N CLIENTE: 58492977;COMPANHIA ENERGETICA DO CEARA - ENEL;DESPESAS FIXAS;SANTANDER - FUJI CAMBEBA;BOLETO;R$32,21;;;;;-R$32,21;Liquidado;Não;V5D0I;
09/04/2025;31/03/2025;15/06/2025;;LEONARDO;Despesa;05 - DESPESAS COM PESSOAL;5.10 - PRO LABORE;;VIAGEM IVENS - PACELA 03/03;VALLENDAR VIAGENS;DESPESA COM PESSOAL;LEONARDO PERESTRELO;BOLETO;R$1.800,00;;;;;;A vencer;Não;TJJDJ;
09/04/2025;31/03/2025;15/05/2025;15/05/2025;LEONARDO;Despesa;05 - DESPESAS COM PESSOAL;5.10 - PRO LABORE;;VIAGEM IVENS - PACELA 02/03;VALLENDAR VIAGENS;DESPESA COM PESSOAL;LEONARDO PERESTRELO;BOLETO;R$1.800,00;;;;;-R$1.800,00;Liquidado;Não;9EOIG;
09/04/2025;31/03/2025;15/04/2025;15/04/2025;LEONARDO;Despesa;05 - DESPESAS COM PESSOAL;5.10 - PRO LABORE;;VIAGEM IVENS - PACELA 01/03;VALLENDAR VIAGENS;DESPESA COM PESSOAL;LEONARDO PERESTRELO;BOLETO;R$1.800,00;;;;;-R$1.800,00;Liquidado;Não;J1LVX;
09/04/2025;24/03/2025;14/04/2025;14/04/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;NF Nº000277283;MIRAY COMERCIO DE PEIXEIS E PRODUTOS ORIENTAIS LTDA;PRODUÇÃO;SANTANDER - FUJI ALDEOTA;BOLETO;R$2.979,60;;;;;-R$2.979,60;Liquidado;Sim;6O2I6;
09/04/2025;08/04/2025;15/04/2025;15/04/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;NF 8695;FILE BOM;PRODUÇÃO;SANTANDER - FUJI ALDEOTA;BOLETO;R$698,79;;;;;-R$698,79;Liquidado;Sim;AV1BD;
09/04/2025;02/04/2025;15/04/2025;15/04/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.11 - DESPESAS DIVERSAS;;CONSUMO DE AGUA MINERAL FUNCIONARIOS;SANDRA CRISTHYAN PEREIRA LIMA ME;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$208,00;;;;;-R$208,00;Liquidado;Sim;2B18H;
09/04/2025;17/03/2025;14/04/2025;14/04/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.11 - DESPESAS DIVERSAS;;NF Nº 2038605;INDAIA BRASIL AGUAS MINERAIS LTDA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$238,29;;;;;-R$238,29;Liquidado;Sim;9G68B;
09/04/2025;01/04/2025;22/04/2025;22/04/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.2 - DEMAIS INSUMOS;NF 1470005 - 2 X 1.343,34 VENC: 15/04 E 22/04;SOLMAR DISTRIBUIDORA DE ALIMENTOS LTDA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.343,35;;;;;-R$1.343,35;Liquidado;Sim;VY34G;
09/04/2025;09/04/2025;15/04/2025;15/04/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.2 - DEMAIS INSUMOS;NF 1470005 - 2 X 1.343,34 VENC: 15/04 E 22/04;SOLMAR DISTRIBUIDORA DE ALIMENTOS LTDA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.343,34;;;;;-R$1.343,34;Liquidado;Sim;H55WQ;
09/04/2025;17/03/2025;14/04/2025;14/04/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.4 - PRODUTOS;3.4.1 - BEBIDAS ALCOÓLICAS;NF Nº 679474;EMPORIO CEARENSE DISTRIBUIDORA E IMP LTDA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.846,47;;;;;-R$1.846,47;Liquidado;Sim;DQCF1;
09/04/2025;12/03/2025;14/04/2025;14/04/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.4 - MATERIAL DE LIMPEZA;;NF Nº 488382;TALIMPINHO COMERCIAL LTDA EPP;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$402,88;;;;;-R$402,88;Liquidado;Sim;55YFQ;
09/04/2025;17/03/2025;14/04/2025;14/04/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.4 - PRODUTOS;3.4.1 - BEBIDAS ALCOÓLICAS;;OPÇÃO DISTRIBUIDORA DE ALIMENTOS E BEBIDAS;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$2.040,27;;;;;-R$2.040,27;Liquidado;Sim;WR2MG;
09/04/2025;03/04/2025;11/04/2025;11/04/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.3 - HORTIFRUTI;NF 228133 / 228224 / 228084 / 228942;CAMPO VERDE DISTRIBUIDORA;PRODUÇÃO;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.737,33;;;;;-R$1.737,33;Liquidado;Sim;AHBVR;
09/04/2025;28/03/2025;11/04/2025;11/04/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.4 - PRODUTOS;3.4.1 - BEBIDAS ALCOÓLICAS;NF 4630900 - COMPRA DE XAROPE;DONIZETE DISTRIBUIDORA DE ALIMENTOS S/A;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$253,65;;;;;-R$253,65;Liquidado;Sim;SA8U9;
09/04/2025;13/03/2025;14/04/2025;14/04/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.2 - DESCARTAVEIS;3.2.2 - EMBALAGENS PLÁSTICAS;NF Nº 276115 ;COMERICAL MAB LTDA;DESPESAS VARIÁVEIS;SANTANDER - FUJI CAMBEBA;BOLETO;R$618,39;;;;;-R$618,39;Liquidado;Não;7P7UV;
09/04/2025;27/03/2025;11/04/2025;11/04/2025;FUJI ALDEOTA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.3 - HORTIFRUTI;NF 128264;CAMPACHI DISTRIBUIDORA;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$1.138,14;;;;;-R$1.138,14;Liquidado;Sim;SLVEJ;
09/04/2025;04/04/2025;11/04/2025;11/04/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.1 - PROTEÍNAS;NF 278173;MIRAY COMERCIO DE PEIXEIS E PRODUTOS ORIENTAIS LTDA;PRODUÇÃO;SANTANDER - FUJI CAMBEBA;BOLETO;R$185,84;;;;;-R$185,84;Liquidado;Não;6B555;
09/04/2025;01/04/2025;11/04/2025;11/04/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.3 - HORTIFRUTI;NF 228455 / NF 228318 / NF 228086;CAMPO VERDE DISTRIBUIDORA;PRODUÇÃO;SANTANDER - FUJI CAMBEBA;BOLETO;R$2.032,36;;;;;-R$2.032,36;Liquidado;Não;QZ5HM;
09/04/2025;13/03/2025;14/04/2025;14/04/2025;FUJI ALDEOTA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.4 - MATERIAL DE LIMPEZA;;;TALIMPINHO COMERCIAL LTDA EPP;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$248,90;;;;;-R$248,90;Liquidado;Sim;QJQ01;
09/04/2025;28/03/2025;11/04/2025;04/04/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.4 - PRODUTOS;3.4.1 - BEBIDAS ALCOÓLICAS;NF 4632163;DONIZETE DISTRIBUIDORA DE ALIMENTOS S/A;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;BOLETO;R$404,04;;;;;-R$404,04;Liquidado;Sim;4LIVG;
09/04/2025;21/03/2025;11/04/2025;11/04/2025;FUJI CAMBEBA;Despesa;03 - C.M.V;3.1 - INSUMOS;3.1.2 - DEMAIS INSUMOS;NF 277134;MIRAY COMERCIO DE PEIXEIS E PRODUTOS ORIENTAIS LTDA;PRODUÇÃO;SANTANDER - FUJI CAMBEBA;BOLETO;R$1.301,98;;;;;-R$1.301,98;Liquidado;Não;79CUA;
09/04/2025;07/03/2025;12/04/2025;;LEONARDO;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.21 - ENERGIA ;;CONTA ENEL LEONARDO RUA BARBOSA DE FREITAS/Nº CLIENTE 5273676 /INSTALAÇÃO 1100723;COMPANHIA ENERGETICA DO CEARA - ENEL;DESPESA COM PESSOAL;LEONARDO PERESTRELO;BOLETO;R$488,25;;;;;;Vencido;Não;A70SX;
09/04/2025;07/04/2025;10/04/2025;10/04/2025;FUJI ALDEOTA;Despesa;07 - DESPESAS COM MANUTENCAO;7.2 - MANUTENCAO PREDIAL;;LIMPEZA E MANUTENÇÃO DE 4 RALOS DA COZINHA REALIZADO NO DIA 07/04/2025. - GARANTIA DE 30 DIAS.;DESENTUPIDORA E LIMPA FOSSA TERRA DO SOL;DESPESAS VARIÁVEIS;SANTANDER - FUJI ALDEOTA;PIX;R$300,00;;;;;-R$300,00;Liquidado;Não;BBCVK;
08/04/2025;01/03/2025;10/04/2025;10/04/2025;FUJI CAMBEBA;Despesa;06 - DESPESAS ADMINISTRATIVAS;6.19 - INTERNET BANDA LARGA;;CLARO BANDA LARGA E FONE ILIMITADO;CLARO BANDA LARGA ;DESPESAS FIXAS;SANTANDER - FUJI CAMBEBA;BOLETO;R$266,12;;;;;-R$266,12;Liquidado;Não;LTMJ7;
